,site_id,vehicle_id,price,volume,row_value,make,model,manfyear,fuel_type,transmission_type,recalled
5680,3,21343,29233,7,204631,Honda,ACCORD I-VTEC SPORT AUTO,2005.0,petrol,manual,0.0
5681,1,66676,25205,4,100820,VOLVO,XC90 MOMENTUM D5 POWER PULSE 235 AWD AUTO,2019.0,petrol,manual,0.0
5682,1,2307,7609,8,60872,VW,TIGUAN SE NAVIGATION 4MOTION TDI 150 AUTO,2017.0,diesel,manual,0.0
5683,3,63931,31265,7,218855,MAZDA,3 SPORT NAV (165),2015.0,petrol,manual,0.0
5684,1,68722,10304,4,41216,MERCEDES,C220 SPORT D AUTO,2018.0,diesel,manual,0.0
5685,3,45544,21487,5,107435,MERCEDES,E220 AMG LINE D AUTO,2016.0,electric,automatic,0.0
5686,2,10387,11382,4,45528,Chevrolet,CRUZE LT VCDI (163),2012.0,diesel,automatic,0.0
5687,2,19555,25345,4,101380,Suzuki,CELERIO SZ2,2017.0,electric,automatic,0.0
5688,1,9384,8255,4,33020,AUDI,A4 S LINE TFSI 150,2018.0,diesel,automatic,0.0
5689,3,56127,27864,3,83592,Skoda,OCTAVIA ELEGANCE TDI CR AUTO,2014.0,diesel,automatic,0.0
5690,3,52180,13596,3,40788,RENAULT,CAPTUR DYNAMIQUE S NAV DCI 90 S/S AUTO,2016.0,diesel,automatic,0.0
5691,1,14063,17132,4,68528,FORD,MONDEO VIGNALE TDCI 180,2017.0,electric,automatic,0.0
5692,1,14083,11482,4,45928,BMW,220D SPORT 191 AUTO,2015.0,electric,manual,0.0
5693,3,36991,18982,6,113892,BMW,525 D LUXURY AUTO,2013.0,diesel,automatic,0.0
5694,3,22463,28109,5,140545,PORSCHE,MACAN S D (262) AUTO,2015.0,petrol,automatic,0.0
5695,2,30506,23367,1,23367,Toyota,YARIS T SPIRIT VVT-I AUTO,2004.0,electric,automatic,1.0
5696,2,37184,22180,7,155260,Skoda,FABIA COMFORT SDI,2001.0,petrol,automatic,1.0
5697,1,15130,10205,4,40820,Fiat,PANDA POP,2015.0,electric,automatic,0.0
5698,3,17831,30692,3,92076,KIA,SPORTAGE XR 4WD,2008.0,petrol,manual,0.0
5699,3,32911,29720,1,29720,Ford,FIESTA STYLE+,2009.0,electric,automatic,0.0
5700,1,5013,29487,3,88461,BMW,318 D M SPORT,2010.0,electric,automatic,0.0
5701,1,66375,31935,4,127740,VW,TIGUAN MATCH 4MOTION TDI BMT 140 AUTO,2014.0,electric,automatic,0.0
5702,1,56496,6843,2,13686,VAUXHALL,CORSA ACTIVE 16V AUTO,2004.0,petrol,manual,1.0
5703,3,1692,17494,1,17494,KIA,SORENTO XSE CRDI (138),2006.0,electric,automatic,0.0
5704,2,39099,19614,3,58842,FORD,FIESTA ST (147),2006.0,petrol,automatic,0.0
5705,3,31130,26022,6,156132,MINI,COOPER D,2016.0,petrol,manual,0.0
5706,1,30443,33972,5,169860,NISSAN,MICRA VISIA (80),2013.0,diesel,automatic,0.0
5707,3,27536,9287,7,65009,Mercedes,SLK 230K CONVERTIBLE AUTO,1999.0,petrol,manual,0.0
5708,2,43028,34533,6,207198,MERCEDES,A200 SPORT PREMIUM D,2017.0,electric,manual,0.0
5709,2,73700,15764,1,15764,Mazda,2 TS2 AUTO,2014.0,diesel,automatic,0.0
5710,2,3305,14753,8,118024,Toyota,RAV 4 XT4 D-4D,2010.0,diesel,manual,0.0
5711,1,11538,19334,1,19334,MAZDA,MX-5 ICON CABRIOLET,2008.0,petrol,automatic,0.0
5712,2,51208,26220,3,78660,Skoda,FABIA 1 (60),2008.0,diesel,automatic,0.0
5713,1,5343,11429,8,91432,Audi,A5 S LINE TFSI (170) COUPE,2015.0,electric,automatic,0.0
5714,1,24395,31895,8,255160,LANDROVER,DISCOVERY HSE SD4 AUTO,2017.0,electric,automatic,0.0
5715,2,51362,11534,5,57670,Audi,ALLROAD QUATTRO TDI (180) AUTO,2005.0,petrol,automatic,0.0
5716,3,50418,22785,8,182280,VOLVO,V50 SE D,2004.0,petrol,automatic,0.0
5717,1,27528,33885,6,203310,Toyota,COROLLA VERSO T SPIRIT D-4D (89),2003.0,petrol,automatic,0.0
5718,2,57734,15613,5,78065,BMW,320 D M SPORT (184) CABRIOLET AUTO,2013.0,diesel,manual,0.0
5719,1,53358,29785,3,89355,VAUXHALL,ASTRA SRI CDTI (150),2007.0,petrol,manual,0.0
5720,2,65123,18229,3,54687,BMW,320 I SE AUTO,2002.0,electric,manual,1.0
5721,1,20452,29095,3,87285,FIAT,500 LOUNGE,2019.0,petrol,automatic,0.0
5722,3,15537,30658,2,61316,Audi,A7 SE QUATTRO TDI (245) AUTO,2013.0,diesel,automatic,0.0
5723,2,47235,28384,6,170304,NISSAN,NOTE VISIA AUTO,2012.0,petrol,automatic,0.0
5724,3,75690,33712,3,101136,FIAT,PUNTO ACTIVE 8V,2006.0,petrol,manual,0.0
5725,2,60027,22314,8,178512,Mazda,2 TS TD,2008.0,petrol,automatic,0.0
5726,2,31005,16149,6,96894,FORD,FIESTA ZETEC,2014.0,diesel,manual,0.0
5727,2,18271,8231,3,24693,BMW,320 D M SPORT (177),2009.0,diesel,manual,0.0
5728,2,68448,23449,7,164143,VW,UP] HIGH UP,2017.0,petrol,manual,0.0
5729,3,47365,7514,2,15028,Mercedes,S 350 BLUETEC CDI AUTO,2012.0,electric,manual,0.0
5730,1,64220,9340,1,9340,Honda,CIVIC SE PLUS I-VTEC,2014.0,electric,automatic,0.0
5731,2,8045,16261,8,130088,Skoda,CITIGO SE GREENTECH (60),2014.0,electric,automatic,0.0
5732,1,67023,10275,5,51375,BMW,730D M SPORT AUTO,2016.0,diesel,automatic,0.0
5733,3,36111,13253,2,26506,BMW,X5 I,2004.0,electric,automatic,0.0
5734,1,75246,6624,5,33120,Ford,ECOSPORT TITANIUM TDCI,2017.0,electric,manual,0.0
5735,3,6775,28583,1,28583,Fiat,PANDA POP,2013.0,electric,automatic,0.0
5736,2,7826,17273,8,138184,SUZUKI,IGNIS SZ3 DUAL JET 90,2019.0,diesel,automatic,0.0
5737,2,12512,28338,2,56676,Honda,CR-V SR I-DTEC,2013.0,petrol,automatic,0.0
5738,2,40887,13732,3,41196,Audi,A1 SPORT TFSI,2012.0,petrol,automatic,0.0
5739,2,13440,18703,6,112218,Toyota,RAV-4 INVINCIBLE D-4D 4WD,2015.0,petrol,automatic,0.0
5740,1,73409,31099,6,186594,Audi,Q3 SE TDI (140),2013.0,petrol,manual,0.0
5741,1,13018,29391,8,235128,VW,TIGUAN MATCH 4MOTION TDI BMT 140 AUTO,2014.0,diesel,manual,0.0
5742,1,24180,17017,7,119119,Suzuki,SPLASH GLS,2010.0,petrol,manual,0.0
5743,3,43989,24378,5,121890,PEUGEOT,206 S AUTO,2004.0,electric,manual,1.0
5744,3,52870,21747,1,21747,HONDA,CIVIC ES I-DTEC,2013.0,diesel,automatic,0.0
5745,1,12856,10674,5,53370,NISSAN,QASHQAI N-CONNECTA DIG-T 115,2018.0,electric,automatic,0.0
5746,2,55008,25581,7,179067,VW,GOLF SV SE TDI 110,2014.0,electric,manual,0.0
5747,1,43017,7839,4,31356,VW,TIGUAN MATCH 4MOTION TDI BMT 140,2014.0,electric,automatic,0.0
5748,3,34906,25113,8,200904,VW,TIGUAN MATCH TDI BLUEMOTION (140),2010.0,petrol,automatic,0.0
5749,3,7788,11484,4,45936,Jaguar,XE PRESTIGE 200 AUTO,2017.0,petrol,manual,0.0
5750,3,20754,32884,2,65768,Hyundai,I30 COMFORT CRDI (113) AUTO,2010.0,petrol,manual,0.0
5751,1,72245,22996,1,22996,MERCEDES,CLC 160 BLUEEFFICIENCY SPORT AUTO,2010.0,petrol,manual,0.0
5752,1,10380,18172,6,109032,Nissan,QASHQAI ACENTA PREMIUM DIG-T,2014.0,petrol,automatic,0.0
5753,1,12974,13819,4,55276,NISSAN,JUKE ACENTA 112,2019.0,electric,manual,0.0
5754,3,38955,28455,8,227640,SMART,ROADSTER (80) CABRIOLET (RHD) AUTO,2004.0,electric,manual,0.0
5755,3,51492,26595,6,159570,BMW,630D XDRIVE M SPORT GRAN TURISMO AUTO,2019.0,petrol,automatic,0.0
5756,3,17110,24668,7,172676,Mini,COOPER D,2016.0,electric,automatic,0.0
5757,3,73662,11106,2,22212,TOYOTA,RAV-4 INVINCIBLE D-4D 4WD,2014.0,diesel,automatic,0.0
5758,2,38221,18269,3,54807,Morris,MINOR,1966.0,petrol,manual,1.0
5759,1,48149,33892,4,135568,Mazda,MX-5 MIYAKO CABRIOLET,2010.0,petrol,manual,0.0
5760,1,13721,30084,6,180504,SKODA,CITIGO BLACK EDITION MPI,2016.0,diesel,manual,0.0
5761,1,2541,33742,6,202452,Toyota,YARIS SR VVT-I,2012.0,petrol,automatic,0.0
5762,1,48433,33803,3,101409,Skoda,YETI OUTDOOR L&K TDI 140 4WD AUTO,2014.0,petrol,automatic,0.0
5763,1,30835,30423,3,91269,CITROEN,SPACETOURER FEEL M BLUEHDI 150 S/S,2019.0,petrol,automatic,0.0
5764,2,2773,21291,4,85164,Vauxhall,CORSA EXCITE,2011.0,petrol,manual,0.0
5765,1,12644,6761,5,33805,FIAT,500 ABARTH 595 TURISMO T-JET,2018.0,diesel,manual,0.0
5766,3,54966,26511,4,106044,AUDI,A4 SPORT CABRIOLET AUTO,2003.0,electric,automatic,0.0
5767,3,63234,28843,3,86529,Citroen,C3 PICASSO VTR+,2010.0,electric,manual,0.0
5768,1,22845,7228,7,50596,MERCEDES,C220 SE EXECUTIVE EDITION D AUTO,2018.0,petrol,manual,0.0
5769,2,30160,32875,4,131500,MAZDA,2 TS2 AUTO,2013.0,electric,automatic,0.0
5770,3,903,10130,4,40520,VOLVO,XC70 SE D5 (185) AWD AUTO,2005.0,diesel,manual,0.0
5771,1,52275,21870,7,153090,LANDROVER,RANGE ROVER EVOQUE HSE D180 AUTO,2019.0,petrol,manual,0.0
5772,1,12509,28119,6,168714,VAUXHALL,CORSA STING VVT,2015.0,petrol,manual,0.0
5773,1,24358,31302,5,156510,MERCEDES,E300 AMG LINE PREMIUM AUTO,2018.0,petrol,automatic,0.0
5774,1,39452,22464,6,134784,Vauxhall,ZAFIRA EXCLUSIV (115),2011.0,diesel,automatic,0.0
5775,1,44883,7411,6,44466,VOLVO,XC60 R-DESIGN LUX NAV D4 (181) AWD AUTO,2014.0,petrol,manual,0.0
5776,1,64906,7895,3,23685,VW,GOLF SE TSI 125 AUTO,2017.0,electric,manual,0.0
5777,2,70510,30349,8,242792,Suzuki,GRAND VITARA GV1600 SPORT H/T,2002.0,petrol,manual,0.0
5778,2,73337,20144,4,80576,Ssangyong,KYRON S CDI,2007.0,electric,manual,0.0
5779,3,55545,28805,5,144025,Vauxhall,INSIGNIA SRI CDTI (158),2011.0,diesel,automatic,0.0
5780,1,44335,14417,5,72085,MERCEDES,B 160 SPORT BLUEEFFICIENCY,2010.0,petrol,manual,0.0
5781,3,62271,25601,7,179207,Suzuki,CELERIO SZ3,2016.0,electric,manual,0.0
5782,3,7841,33739,7,236173,AUDI,A3 SPORT 35 TFSI 150,2019.0,petrol,manual,0.0
5783,2,36986,25638,5,128190,VW,GOLF SE TDI BLUEMOTION TECHNOLOGY 150,2013.0,diesel,manual,0.0
5784,2,64240,10824,1,10824,FIAT,PANDA EASY,2012.0,electric,automatic,0.0
5785,2,31604,21699,1,21699,Seat,IBIZA SE TECHNOLOGY ECOTSI 95,2016.0,electric,automatic,0.0
5786,3,17968,16595,1,16595,Porsche,BOXSTER,2015.0,diesel,manual,0.0
5787,3,71887,28095,1,28095,SKODA,OCTAVIA VRS TDI,2012.0,diesel,manual,0.0
5788,1,35700,13923,8,111384,MERCEDES,A180 SE D AUTO,2016.0,diesel,manual,0.0
5789,3,8992,33420,3,100260,BMW,Z4 SDRIVE23I M SPORT HIGHLINE EDITION,2011.0,diesel,automatic,0.0
5790,3,45612,27692,5,138460,Peugeot,207 MILLESIM,2010.0,electric,manual,0.0
5791,3,30862,13539,4,54156,NISSAN,NOTE ACENTA PREMIUM DIG-S AUTO,2014.0,electric,manual,0.0
5792,2,32414,15035,7,105245,Renault,MEGANE SCENIC ALIZE 16V AU AUTO,2001.0,diesel,automatic,1.0
5793,1,53731,29407,1,29407,Ford,KA EDGE,2014.0,electric,automatic,0.0
5794,2,56381,14212,6,85272,FORD,FOCUS GHIA 16V,2002.0,petrol,automatic,1.0
5795,1,59818,17589,7,123123,LANDROVER,DEFENDER 90 PICK UP,2013.0,petrol,automatic,0.0
5796,2,50098,33234,1,33234,Mercedes,B 150 SPORT AUTO,2009.0,diesel,manual,0.0
5797,1,65822,18186,3,54558,Mazda,CX-3 GT SPORT,2018.0,petrol,automatic,0.0
5798,2,17679,34731,4,138924,Hyundai,I30 SE AUTO,2015.0,diesel,automatic,0.0
5799,1,953,32515,3,97545,VW,POLO E (60),2009.0,electric,automatic,0.0
5800,2,8408,25997,6,155982,Mitsubishi,OUTLANDER PHEV GX3H AUTO,2014.0,electric,automatic,0.0
5801,2,20049,13785,7,96495,VAUXHALL,ASTRA TECH LINE ECOFLEX 106,2016.0,electric,manual,0.0
5802,1,15812,27065,7,189455,Mini,CLUBMAN COOPER AUTO,2015.0,electric,automatic,0.0
5803,2,11195,14562,6,87372,Jeep,RENEGADE LONGITUDE TMAIR 2 140 AUTO,2015.0,diesel,manual,0.0
5804,2,43667,16795,2,33590,SKODA,YETI OUTDOOR L&K TSI 150 4WD,2015.0,electric,manual,0.0
5805,1,3672,14900,7,104300,Renault,KADJAR DYNAMIQUE S NAV DCI 110,2016.0,petrol,manual,0.0
5806,2,64234,23732,1,23732,Vauxhall,CORSA SRI VVT 75,2016.0,petrol,manual,0.0
5807,1,2618,26996,4,107984,Mercedes,E350 AMG LINE EDITION D COUPE AUTO,2016.0,diesel,automatic,0.0
5808,2,60757,34481,1,34481,NISSAN,QASHQAI TEKNA 4WD AUTO,2007.0,petrol,manual,0.0
5809,2,27255,26162,5,130810,LANDROVER,RANGE ROVER EVOQUE HSE DYNAM TD4 180 4WD AUTO,2017.0,petrol,manual,0.0
5810,1,22886,6704,5,33520,AUDI,A3 S LINE NAV TDI 184,2016.0,diesel,automatic,0.0
5811,1,2832,12155,8,97240,SKODA,OCTAVIA CLASSIC TDI PD,2007.0,petrol,automatic,0.0
5812,2,30833,6540,8,52320,Citroen,DS3 DSPORT PLUS HDI (111),2012.0,diesel,automatic,0.0
5813,2,50070,23991,8,191928,KIA,SORENTO KX-2 CRDI,2016.0,petrol,manual,0.0
5814,3,12354,14756,5,73780,AUDI,Q3 S LINE EDITION TFSI 150,2017.0,electric,automatic,0.0
5815,3,23741,32228,8,257824,MINI,COUNTRYMAN COOPER D ALL4 AUTO,2017.0,petrol,manual,0.0
5816,3,34947,30706,7,214942,SKODA,FABIA MONTE CARLO TSI 110,2016.0,petrol,automatic,0.0
5817,3,12946,21545,7,150815,FORD,KA ZETEC,2010.0,petrol,automatic,0.0
5818,1,53763,30835,8,246680,BMW,635 D SPORT COUPE AUTO,2010.0,petrol,automatic,0.0
5819,3,36184,7251,2,14502,HONDA,CIVIC TYPE-S I-VTEC,2008.0,electric,manual,0.0
5820,1,15610,31950,7,223650,HYUNDAI,SANTA FE PREMIUM BLUE DRIVE CRDI AUTO,2018.0,diesel,automatic,0.0
5821,1,17727,18928,2,37856,Ford,FIESTA STYLE CLIMATE,2008.0,diesel,automatic,0.0
5822,2,6742,8064,5,40320,HONDA,CIVIC EX VTEC,2018.0,petrol,automatic,0.0
5823,1,53478,32880,1,32880,BMW,330 D M SPORT,2005.0,petrol,manual,0.0
5824,2,35336,20467,6,122802,FORD,MONDEO ZETEC ECONETIC TDCI 150,2015.0,diesel,manual,0.0
5825,2,17020,20174,8,161392,SKODA,OCTAVIA S TDI,2010.0,petrol,automatic,0.0
5826,3,7607,29629,5,148145,Nissan,QASHQAI ACENTA DCI 110,2017.0,petrol,automatic,0.0
5827,1,1216,32965,8,263720,LANDROVER,DISCOVERY TD5 LANDMARK AUTO,2004.0,diesel,automatic,0.0
5828,2,59960,18521,5,92605,BMW,120 D M SPORT (174),2008.0,electric,automatic,0.0
5829,2,40453,14918,4,59672,Audi,A3 SPORT TDI,2010.0,electric,automatic,0.0
5830,2,70693,12744,2,25488,CITROEN,C4 SELECTION HDI 115,2013.0,diesel,automatic,0.0
5831,1,25134,8380,2,16760,VW,GOLF SV GT TDI AUTO,2015.0,petrol,manual,0.0
5832,1,67571,28014,8,224112,MERCEDES,C 180K AVANTGARDE SE AUTO,2004.0,diesel,manual,0.0
5833,2,66874,6001,1,6001,SUZUKI,ALTO SZ3,2014.0,petrol,manual,0.0
5834,2,35544,24870,8,198960,Vauxhall,ASTRA CLUB 16V,2001.0,petrol,manual,0.0
5835,2,49219,27963,7,195741,Alfa Romeo,GIULIETTA TB 122,2017.0,diesel,manual,0.0
5836,1,46470,24613,2,49226,BMW,520 D SE,2015.0,diesel,manual,0.0
5837,2,16107,21260,4,85040,Vauxhall,ASTRA EXCLUSIV CDTI (110),2010.0,petrol,automatic,0.0
5838,3,21902,19773,4,79092,VAUXHALL,ASTRA LS 16V,2003.0,electric,manual,1.0
5839,1,23445,15366,3,46098,KIA,PICANTO SR7,2015.0,petrol,automatic,0.0
5840,1,24298,6626,5,33130,NISSAN,MICRA ACENTA (80),2008.0,petrol,automatic,0.0
5841,1,39742,6125,8,49000,BMW,330 D GT LUXURY AUTO,2014.0,petrol,automatic,0.0
5842,3,56353,24619,7,172333,LANDROVER,FREELANDER 2 HSE TD4 (160),2008.0,petrol,automatic,0.0
5843,1,72701,24122,1,24122,Citroen,C1 FEEL VTI 68,2018.0,petrol,automatic,0.0
5844,1,68619,12098,5,60490,Chevrolet,SPARK LS,2012.0,electric,automatic,0.0
5845,1,29941,19397,7,135779,Vauxhall,INSIGNIA EXCLUSIV CDTI (128),2009.0,diesel,manual,0.0
5846,2,45728,17646,6,105876,Hyundai,I10 SE,2018.0,petrol,automatic,0.0
5847,1,23566,20998,7,146986,VAUXHALL,ASTRA ENVOY AUTO,2000.0,petrol,automatic,0.0
5848,2,19385,13113,3,39339,Mitsubishi,OUTLANDER PHEV GX3H AUTO,2014.0,petrol,automatic,0.0
5849,2,4434,23526,8,188208,VW,GOLF GT TSI EVO 150,2018.0,petrol,manual,0.0
5850,1,22713,28639,3,85917,SMART,EQ FORTWO PRIME PREMIUM 22KW AUTO,2018.0,electric,automatic,0.0
5851,2,43925,27247,4,108988,Mini,COOPER CHILI,2011.0,petrol,manual,0.0
5852,3,59805,24769,4,99076,NISSAN,MICRA N-SPORT IG-T 100,2019.0,diesel,manual,0.0
5853,1,56166,12948,5,64740,VW,POLO MATCH TSI 90 AUTO,2016.0,electric,automatic,0.0
5854,1,5127,13852,6,83112,Suzuki,SWIFT HYBRID SHVS SZ5 SHVS 110,2018.0,petrol,automatic,0.0
5855,3,45345,33060,3,99180,Ford,B-MAX TITANIUM (99),2015.0,petrol,manual,0.0
5856,2,1215,16340,2,32680,FORD,MONDEO TITANIUM TDCI (140),2010.0,diesel,manual,0.0
5857,3,12085,16970,8,135760,VW,GOLF MATCH TSI 115,2019.0,electric,manual,0.0
5858,3,21043,19890,8,159120,Ford,ESCORT 55 1.8D VAN,2002.0,diesel,manual,0.0
5859,1,61038,17535,2,35070,KIA,CEE'D 2 CRDI,2016.0,petrol,manual,0.0
5860,3,38421,6731,1,6731,KIA,CARENS 3 SAT NAV CRDI ECODYNAMICS (134),2014.0,diesel,automatic,0.0
5861,3,61803,10299,3,30897,Honda,HR-V SE I-VTEC AUTO,2017.0,petrol,automatic,0.0
5862,1,37975,30079,4,120316,Renault,MEGANE SCENIC EXPRESSION DCI (80),2004.0,petrol,automatic,1.0
5863,3,16345,16722,8,133776,Audi,A4 ALLROAD TDI (240) AUTO,2011.0,diesel,automatic,0.0
5864,2,70227,27366,2,54732,KIA,SPORTAGE KX-4 CRDI (181) 4WD AUTO,2014.0,petrol,manual,0.0
5865,1,18438,31712,6,190272,Hyundai,GETZ GSI,2006.0,diesel,manual,0.0
5866,2,31339,29633,8,237064,FIAT,MOTORCARAVAN,2019.0,diesel,manual,0.0
5867,3,73015,24499,8,195992,Vauxhall,CORSA SXI,2011.0,electric,automatic,0.0
5868,2,40604,9508,5,47540,JAGUAR,E-PACE R-DYNAMIC HSE D180 4WD AUTO,2019.0,diesel,manual,0.0
5869,1,60096,11561,5,57805,Mercedes,E 250 SPORT BLUEEFFICIENCY CDI,2009.0,petrol,manual,0.0
5870,3,31070,20856,7,145992,BMW,320I LUXURY AUTO,2016.0,electric,automatic,0.0
5871,3,71550,6318,6,37908,PEUGEOT,106 INDEPENDENCE,2002.0,electric,manual,1.0
5872,3,10008,20537,6,123222,Mercedes,C 220 AMG SPORT BLUEEFFICIENCY CDI COUPE AUTO,2012.0,petrol,automatic,0.0
5873,1,7379,22042,3,66126,Toyota,COROLLA COLOUR COLLECTION VVT-I,2005.0,diesel,automatic,0.0
5874,1,70468,28012,8,224096,Peugeot,207 S A/C VTI SW (95),2011.0,petrol,automatic,0.0
5875,2,10089,17377,2,34754,LANDROVER,RANGE ROVER EVOQUE SE TD4 180 4WD AUTO,2016.0,electric,manual,0.0
5876,3,61481,27397,1,27397,Vauxhall,ASTRA EXCLUSIV CDTI (110),2010.0,electric,automatic,0.0
5877,2,51505,23365,6,140190,PEUGEOT,2008 ALLURE PURETECH 110 S/S,2017.0,electric,automatic,0.0
5878,1,60217,26369,7,184583,TOYOTA,AURIS TR D4D,2007.0,petrol,automatic,0.0
5879,1,28255,21766,5,108830,Citroen,BERLINGO MULTISPACE VTR HDI 90,2015.0,petrol,automatic,0.0
5880,1,70284,27639,6,165834,AUDI,TT QUATTRO (180) COUPE,2004.0,petrol,manual,0.0
5881,1,74442,32168,7,225176,BMW,120D M SPORT,2016.0,petrol,manual,0.0
5882,3,7535,11984,8,95872,Vauxhall,ASTRA CLUB 8V,1999.0,diesel,manual,1.0
5883,3,23184,7739,8,61912,Mazda,MX-5 SPORT CABRIOLET,2003.0,petrol,automatic,0.0
5884,2,22280,21017,1,21017,BMW,X3 M40D AUTO,2019.0,diesel,automatic,0.0
5885,1,29555,25104,1,25104,MERCEDES,C 180 SE CGI BLUEEFFICIENCY AUTO,2010.0,diesel,manual,0.0
5886,1,32533,9899,6,59394,BMW,118 D M SPORT (141),2011.0,petrol,manual,0.0
5887,1,43717,22893,5,114465,LEXUS,IS 200 SE,2001.0,diesel,manual,0.0
5888,2,25883,18343,3,55029,Mercedes,C 180K AVANTGARDE SE AUTO,2006.0,petrol,automatic,0.0
5889,1,31100,12483,4,49932,CITROEN,C4 PICASSO VTR HDI (110) AUTO,2007.0,electric,automatic,0.0
5890,1,75575,25652,4,102608,Landrover,110 DEFENDER TD5 HARDTOP VAN,2006.0,diesel,automatic,0.0
5891,1,19571,8366,5,41830,BMW,X3 D M SPORT (150),2008.0,diesel,manual,0.0
5892,3,49892,21378,4,85512,VW,GOLF GT TDI PD (130),2002.0,diesel,manual,1.0
5893,1,68412,20980,2,41960,VW,TOURAN SE TDI 150 BMT,2017.0,petrol,automatic,0.0
5894,2,23939,11282,6,67692,BMW,330E SPORT AUTO,2017.0,diesel,automatic,0.0
5895,3,74254,6317,7,44219,NISSAN,MICRA SE AUTO,2003.0,diesel,manual,1.0
5896,1,72085,13565,3,40695,JAGUAR,X-TYPE SE DCI,2007.0,electric,automatic,0.0
5897,2,44407,18722,8,149776,VW,GOLF GT EDITION TDI 150,2017.0,diesel,manual,0.0
5898,2,12353,22678,1,22678,MERCEDES,CLA 220 AMG LINE D AUTO,2018.0,petrol,manual,0.0
5899,1,56720,14942,1,14942,AUDI,A5 S LINE TDI ULTRA 190 AUTO,2017.0,diesel,automatic,0.0
5900,3,53490,22129,8,177032,Volvo,V50 S D,2008.0,petrol,manual,0.0
5901,1,63320,17998,3,53994,MAZDA,BONGO MPV IMPORT,1996.0,petrol,automatic,1.0
5902,2,6592,26602,4,106408,Mercedes,CLS 350 SPORT BLUEEFFICIENCY CDI COUPE AUTO,2012.0,petrol,automatic,0.0
5903,3,45387,32462,3,97386,VW,POLO MATCH 16V,2008.0,diesel,automatic,0.0
5904,3,62489,32801,3,98403,Hyundai,I20 PREMIUM AUTO,2015.0,electric,automatic,0.0
5905,1,35611,24009,6,144054,Ford,FOCUS ZETEC S,2010.0,diesel,manual,0.0
5906,3,58057,22172,1,22172,HYUNDAI,I30 CLASSIC BLUE DRIVE CRDI (109),2012.0,petrol,manual,0.0
5907,3,64614,15133,6,90798,Vauxhall,INSIGNIA EXCLUSIV,2010.0,diesel,automatic,0.0
5908,1,6724,28459,8,227672,Honda,CR-V ES CTDI,2008.0,diesel,manual,0.0
5909,1,23528,18721,2,37442,Mitsubishi,LANCER ELEGANCE AUTO,2005.0,petrol,manual,0.0
5910,2,39788,27827,1,27827,TOYOTA,PRIUS T SPIRIT AUTO,2013.0,petrol,automatic,0.0
5911,2,10697,29400,1,29400,VW,GOLF S TDI (105),2011.0,petrol,automatic,0.0
5912,1,60281,31028,7,217196,VW,BEETLE LUNA CABRIOLET,2008.0,petrol,automatic,0.0
5913,1,32688,10082,8,80656,RENAULT,KANGOO SL19 DCI 70 VAN,2002.0,petrol,automatic,1.0
5914,3,67456,25819,8,206552,Ford,FOCUS STYLE TDCI (90),2007.0,electric,manual,0.0
5915,3,34153,33496,5,167480,VW,POLO MATCH (85) AUTO,2013.0,electric,manual,0.0
5916,2,28924,7941,4,31764,Ford,FOCUS LX TDDI (90),2002.0,electric,automatic,0.0
5917,3,27902,33667,7,235669,FORD,MONDEO TITANIUM TDCI 180 AUTO,2016.0,diesel,manual,0.0
5918,3,57587,26744,4,106976,Ford,KA EDGE,2012.0,electric,automatic,0.0
5919,3,18127,9653,4,38612,MERCEDES,A 180 SPORT EDITION CDI,2015.0,diesel,automatic,0.0
5920,2,51538,20069,1,20069,MERCEDES,CLA 220 AMG SPORT D AUTO,2016.0,electric,automatic,0.0
5921,3,40982,29794,2,59588,PEUGEOT,2008 CROSSWAY E-HDI 92,2015.0,diesel,automatic,0.0
5922,2,39371,13382,1,13382,Ford,FOCUS TREND IMPORT,2002.0,electric,manual,1.0
5923,2,67083,17565,5,87825,SUZUKI,SPLASH GLS+ (86) AUTO,2009.0,petrol,manual,0.0
5924,3,16627,10910,1,10910,Toyota,PRIUS HYBRID T SPIRIT AUTO,2007.0,petrol,manual,0.0
5925,3,2624,11867,2,23734,KIA,PICANTO LS,2007.0,electric,automatic,0.0
5926,3,940,30121,5,150605,FORD,FIESTA FINESSE TDCI,2004.0,diesel,automatic,0.0
5927,3,16828,32888,6,197328,BMW,320 D EFFICIENTDYNAMICS BUSINESS AUTO,2015.0,petrol,automatic,0.0
5928,1,74029,12368,8,98944,VW,TRANSPORTER T30 HLINE LB 140 VAN,2016.0,electric,automatic,0.0
5929,3,5506,24021,7,168147,SKODA,SUPERB SE TSI 4X4,2011.0,electric,manual,0.0
5930,1,25259,33425,7,233975,Honda,CIVIC SI CTDI,2010.0,petrol,manual,0.0
5931,3,26739,17024,2,34048,Fiat,PUNTO,2002.0,petrol,manual,0.0
5932,3,48597,20156,7,141092,Skoda,FABIA COMFORT (68 BHP),2002.0,diesel,automatic,0.0
5933,2,65407,19518,2,39036,Mini,COOPER D,2008.0,diesel,manual,0.0
5934,1,61069,25954,6,155724,Mercedes,E 220 CLASSIC CDI (170) AUTO,2007.0,diesel,automatic,0.0
5935,1,31931,26571,3,79713,NISSAN,JUKE VISIA PURE DRIVE DCI (110),2014.0,diesel,manual,0.0
5936,1,44128,33567,8,268536,NISSAN,MICRA ACENTA,2018.0,diesel,automatic,0.0
