site_id,vehicle_id,price,volume
1,2850,28450,8
1,12794,19058,2
2,26039,10005,4
1,44112,30678,7
3,55410,16043,3
3,8710,22691,1
1,72343,8411,4
1,13238,6886,1
2,66449,31980,3
1,18458,7184,3
2,72060,20703,1
2,32713,32609,6
1,47034,7974,4
2,2937,17590,5
1,59156,8945,7
1,49134,33055,4
2,12721,10497,2
3,31681,33932,1
3,75296,12145,1
1,20957,23305,4
2,41691,16558,1
2,56064,20247,5
1,18360,22733,4
2,54516,17052,7
1,64128,20796,8
2,39974,32147,4
3,52579,31501,5
2,51395,25056,4
1,31413,26159,7
3,57647,20575,7
1,57316,12715,7
3,55630,17188,5
3,45146,34645,3
1,55188,8668,4
1,29633,28767,7
2,42868,22104,7
2,48480,9311,7
2,41116,11068,8
2,49508,15818,5
1,61945,24556,8
2,75439,11870,1
3,28073,33220,5
2,47215,10239,1
2,48249,25544,5
1,33289,11423,5
3,12696,7062,5
1,42496,26065,5
3,55938,15397,7
1,3395,26245,5
3,62405,27361,8
3,19263,17094,5
3,33172,23762,7
3,71979,9076,1
3,45386,33704,3
1,46564,29492,3
2,70213,10147,2
3,10690,7393,5
1,54408,17615,2
1,36490,12134,1
1,72980,15262,7
3,44984,25390,7
1,15616,27658,4
3,9336,21007,6
2,24748,22798,7
1,69065,10169,8
3,73476,15330,5
3,39064,12028,6
3,7611,8192,8
2,68206,34407,7
2,41413,30215,5
3,1887,19079,8
1,51877,32242,8
2,68857,18400,2
2,73896,33662,3
3,3236,26372,6
2,1513,18692,8
3,58120,18605,3
3,67369,8165,2
2,73262,34985,4
3,27804,19958,6
2,23196,6192,5
3,38392,8208,2
2,51384,24879,4
2,18806,28943,1
2,68869,13546,3
1,23851,33594,5
3,36041,19651,3
1,33139,8282,2
2,5472,27367,1
1,61533,29975,6
3,68070,23143,6
2,41288,30173,1
3,57285,18484,6
2,10885,15807,7
3,23262,19626,4
2,32069,25465,6
1,4943,25343,3
2,4792,6619,6
1,50428,17524,4
1,22227,11221,3
1,9940,7025,6
1,57622,11344,7
1,19220,34985,8
3,9404,25834,8
2,16328,29341,5
1,30405,17177,6
2,18770,17225,7
3,60739,25326,6
1,55035,32635,7
1,16743,15889,6
3,10050,9436,7
1,12054,7532,1
1,72044,15973,5
2,50683,20469,4
3,2289,23782,7
1,13534,32629,4
2,61015,27578,5
3,27520,27881,4
3,43755,30422,7
1,63084,8549,5
3,64862,30246,7
2,60347,20942,2
2,62900,6472,2
3,5746,20338,8
2,20076,27889,6
1,13365,6488,4
3,38965,17992,7
1,7692,24949,6
3,17796,19431,3
2,71164,34391,8
3,55135,11911,4
1,1049,13631,8
1,46015,13340,2
1,53844,32345,4
2,61951,24598,3
3,17403,26096,5
3,18599,26087,1
3,11329,21516,7
3,33575,34119,3
3,51832,28626,5
1,65039,9979,5
1,18164,9083,5
3,60523,11263,5
3,36981,33958,8
1,21842,32937,6
2,8146,14403,3
1,75190,12551,6
2,67346,15966,7
1,48200,20499,5
3,2131,28263,4
3,49038,7163,4
2,3968,25770,4
3,61976,32792,8
3,41673,25094,3
3,19796,28754,6
1,42425,12063,4
3,64229,24799,6
1,50088,21700,4
1,3440,34540,7
3,50922,30253,5
3,65185,20199,5
1,10793,7013,7
3,42588,14716,6
2,69588,13477,1
2,63076,30220,5
1,16720,32754,2
3,60038,33293,6
3,57714,26435,2
3,68092,16829,3
3,65842,34905,2
3,71630,7939,4
1,74612,27196,6
2,19832,27327,8
2,62408,12562,2
2,34289,7414,7
2,67914,22707,4
3,55664,8152,7
3,32199,27330,5
3,62183,21975,4
1,6934,8798,6
3,31362,19993,3
3,60068,20093,8
3,43694,7025,3
1,54742,30123,2
2,34131,19315,2
2,18491,7067,5
1,4651,21057,8
3,8790,15866,3
2,52833,31411,5
2,20210,12435,5
1,61568,17117,6
2,66947,9918,5
2,29274,26459,4
1,46795,29711,3
2,25045,12933,2
3,57534,22636,1
3,15421,13828,8
2,49867,24386,8
2,58187,13464,2
2,13787,9744,8
2,23568,30877,8
3,43566,9686,3
3,73788,26146,8
3,30551,6938,3
3,56888,16251,5
1,68653,21063,8
2,65729,8221,8
2,48146,26803,5
2,11673,7147,7
3,30588,31559,1
1,23372,34390,3
1,36570,22154,7
3,39974,9497,2
2,18999,34717,2
2,58760,31183,6
2,13821,25998,4
1,72340,27651,1
1,27919,7148,4
1,29550,20899,1
2,40191,16453,7
1,59894,25703,7
1,52119,25772,3
1,39874,15496,8
1,56592,29983,6
3,34326,29130,5
1,54618,33948,4
3,22340,31474,3
3,33654,10437,1
2,12382,19508,3
3,12392,13795,3
2,17108,9108,7
2,5513,13820,2
1,46994,18134,3
1,64745,8738,1
3,26930,28652,3
1,59106,8051,7
1,34741,14205,8
3,68848,17956,1
2,58463,18195,8
3,29203,34164,2
1,39538,26533,8
3,45140,11827,1
2,22283,31267,5
3,73623,14267,3
1,59320,13917,5
2,17077,6399,7
1,30350,26257,2
2,42316,33100,1
2,71381,18263,4
3,8294,11804,8
3,11915,20660,1
2,54934,11388,1
1,55540,32971,5
1,6653,27285,4
3,40086,17085,6
3,16310,20548,8
1,19388,22044,6
1,35505,7033,5
1,62199,30953,2
3,339,30720,2
2,60350,10171,8
3,22587,11116,5
3,29107,30192,2
1,18514,31782,8
1,48314,27208,6
1,36718,34604,4
3,51068,28461,8
1,47779,20820,6
2,13761,34148,6
3,20538,8109,4
3,37479,22505,7
1,8821,22194,3
1,3283,24069,2
3,5647,33359,6
1,8476,32327,4
2,68926,6096,8
3,21297,18111,8
3,72101,33861,4
2,6931,22611,6
3,55713,12641,4
3,68812,14126,5
3,3345,24319,6
3,21197,19320,7
3,69102,7046,8
3,14825,8955,1
1,8331,14801,8
2,20033,17317,4
1,18524,18946,2
3,75679,15348,3
2,41618,28420,6
1,3912,13206,1
3,44267,26745,3
2,13801,26168,8
1,7689,27769,2
3,64630,16561,2
2,17564,32352,8
1,66783,32415,3
3,53463,10573,8
3,9440,20028,1
1,30910,26242,5
1,43747,23876,7
2,22301,21449,1
1,73500,9691,5
3,46541,7808,5
2,2083,34059,7
1,12600,8155,1
3,47966,32439,8
3,29134,18129,1
1,7817,33306,6
1,71803,14109,5
1,19585,20028,8
1,75447,17392,5
3,58312,19859,2
3,24118,15658,4
3,25282,8584,8
3,30466,22986,1
3,50042,17553,8
3,23381,34398,4
1,14613,29382,5
1,27198,20102,1
3,65017,14312,4
1,45967,17031,6
2,29775,25532,7
2,56962,12561,8
3,48600,23018,7
2,66454,10524,5
2,17164,19716,2
2,19386,28028,2
2,317,21881,8
3,45888,33149,5
3,19084,19698,6
1,57088,22646,4
1,42298,34472,6
1,73085,24712,5
2,29141,26667,4
2,54420,9686,5
2,34508,22866,7
2,21154,20526,4
3,59574,18280,5
2,15111,23642,6
3,70730,20120,2
1,19118,29374,2
2,44682,10932,1
2,67501,22860,3
3,55370,23369,8
1,50870,22504,5
3,66882,33829,1
1,41528,25693,7
1,67056,13441,2
2,18902,27856,2
2,47441,14988,3
1,54311,6074,8
1,36783,7506,3
3,26262,20413,6
1,46540,8055,5
1,35027,34953,4
3,51392,10048,7
1,69880,31462,1
1,57248,17726,7
3,19260,22451,5
1,30782,17820,3
2,54853,14133,5
3,53062,7844,5
1,68532,6670,3
2,72750,33503,6
1,55149,7891,6
3,19096,19173,7
1,37794,8312,1
2,21761,7548,3
1,45385,27721,7
3,9599,29729,4
3,14774,15400,2
3,14813,6417,5
3,41539,22410,4
2,37668,9001,7
3,51620,10453,5
2,59364,28115,7
1,67398,14951,1
2,39639,12787,2
2,68726,16739,7
3,68764,24920,5
2,38827,20145,2
3,70024,33809,7
3,29449,18901,1
3,37153,20628,4
3,8617,9203,1
3,61198,12003,2
3,55635,6688,5
1,7436,16628,4
2,4712,12930,3
2,74751,28239,5
2,28288,14470,2
3,29950,22449,5
2,70480,11306,7
3,29281,12903,5
1,30643,24517,3
2,2860,10121,3
3,30667,32162,8
1,15625,7606,8
1,8514,24906,3
1,70273,7515,2
3,35165,22537,8
1,68498,33730,1
3,39478,24662,2
2,5738,28443,4
3,52497,6310,1
3,6491,15801,1
2,66078,23124,2
1,9643,9695,6
3,57964,25326,6
3,25532,19822,2
2,65847,23492,2
3,44143,21730,3
3,3894,29038,8
1,37356,29668,1
1,21632,30506,3
1,71981,13437,1
2,57085,20082,1
3,50248,30495,4
1,26297,20328,4
3,56213,19341,4
1,62101,24273,1
1,42431,6464,1
2,54477,30123,4
2,43150,10966,7
2,63496,6250,4
1,33135,7168,2
1,19621,16054,7
1,30390,11745,4
2,69762,12512,4
1,60201,20701,6
1,63805,12050,5
1,42482,28831,4
3,18407,21677,4
1,43527,14462,5
1,34880,17935,2
2,9331,6193,1
1,42148,6027,3
2,37328,10677,7
1,30476,14520,6
3,60076,28152,2
3,50734,25179,4
2,54706,29432,8
1,53154,20494,4
2,67008,22527,2
3,64322,33364,3
1,1081,8871,7
2,58867,28970,1
3,56055,33800,3
1,26899,32163,2
3,58604,6850,8
2,74060,33762,3
3,11565,28200,8
1,23708,22631,1
3,61778,9629,7
2,73260,9247,2
1,67444,29017,8
3,25748,21969,5
1,55678,23694,8
2,10845,6553,2
1,5504,16103,8
1,15629,22857,1
1,15141,29414,3
1,73957,28776,3
3,9463,22911,5
1,56514,15548,1
2,38773,9001,4
3,74105,6805,3
2,45781,33155,5
1,64099,15940,3
3,68047,33910,1
1,36365,32431,6
3,57125,11307,6
1,63754,8988,8
3,42207,10615,3
3,53451,33717,2
3,57175,24161,6
2,43933,12940,7
3,19794,19514,7
2,71678,29283,6
3,10328,9002,5
2,19020,30643,7
3,20060,18011,4
2,12963,8909,2
2,57215,33788,1
3,35984,20501,3
2,22764,27682,5
1,71020,11638,5
3,38216,10621,1
3,31719,12266,5
3,49513,33499,7
1,58024,20041,1
3,27470,33847,2
3,11073,34226,6
2,64910,16371,5
2,62665,8518,7
1,21863,30561,1
3,48982,8288,4
3,75308,27763,7
1,43817,29813,2
3,12790,12012,2
3,70196,15389,4
3,38108,27440,7
2,66147,28248,1
3,24567,7496,5
1,35606,12372,3
2,2244,14344,4
3,35307,22640,1
2,22578,24234,7
3,19201,32263,1
3,2612,12472,5
2,12652,30671,2
2,5908,28339,4
1,38669,20021,1
2,48018,27813,3
2,5766,30472,5
1,43174,16094,6
3,60660,33016,6
2,20255,29858,2
3,27876,11061,4
3,33351,12190,6
1,11379,24913,4
3,68613,33261,7
1,56018,29547,4
2,3217,25730,7
1,33080,13975,8
3,54639,32844,1
2,25985,29571,5
2,40098,21595,6
1,47843,15093,7
2,59273,25348,3
2,34565,28592,7
3,72974,25706,3
2,4595,21373,6
1,47925,12874,5
1,66519,14153,5
3,48571,25392,1
1,1824,26978,8
2,71487,21950,4
2,1605,13860,8
3,74961,18286,1
1,46432,18965,2
2,59430,18030,1
1,8801,19446,1
3,27907,20795,5
1,40336,9467,4
1,36314,33678,1
1,23939,33585,1
1,33294,34029,6
1,7967,25500,8
3,65696,31944,4
3,74863,25730,6
3,52093,31360,2
1,28884,16419,7
1,75203,8080,8
1,48292,18439,4
1,5103,28669,1
1,50174,34873,2
1,40443,20090,5
2,52220,32607,8
1,33093,19213,1
2,29502,32145,1
2,2544,9253,3
2,20258,33047,3
1,53045,18395,4
3,31465,32606,1
3,40097,7426,7
3,51980,31096,7
3,7593,15094,6
1,1985,32462,7
1,18721,27664,3
1,34758,9657,5
1,3575,8944,8
3,3643,23217,4
3,2619,23905,7
2,44885,19807,2
2,63702,24905,1
2,56865,14529,4
2,72500,25238,4
2,44065,32462,8
1,46375,8746,5
2,72,28771,4
3,44371,31739,1
1,54824,8805,8
1,70532,29565,3
1,35420,18475,1
3,10241,28700,6
3,50933,30705,3
2,54128,14648,3
1,28610,16304,1
1,32394,32330,7
1,66306,12941,3
2,19821,23135,4
2,74708,24511,8
3,71358,32920,8
1,10899,31605,3
1,38096,23630,8
1,62403,7798,4
1,28049,25771,3
3,70607,13722,3
3,55954,28249,8
2,53138,11715,7
1,42012,33734,7
3,15657,10573,8
1,53616,9138,4
2,43687,20119,2
2,8986,29799,1
2,27927,24592,2
1,42987,32131,3
1,72062,33604,6
2,25394,8680,3
3,28576,20655,1
1,4131,10103,4
3,45730,24450,5
2,55325,32654,4
2,9445,18531,8
3,50866,12343,7
1,12522,15792,1
1,54104,23906,5
3,40021,27891,5
1,20491,16557,6
1,13328,29883,4
1,67569,14973,8
3,70103,15028,3
1,44484,27705,2
3,68266,18683,3
1,32763,7581,4
3,73081,23251,1
1,19687,25318,1
3,27069,16027,5
2,43326,28840,1
1,41565,34613,1
1,35575,34293,6
3,49322,31148,1
1,2886,18086,6
1,20438,15529,6
1,56423,20998,3
1,44925,27855,8
3,58752,32204,7
3,40778,21881,1
1,48853,15292,1
3,72011,31561,1
1,34607,30420,6
1,57217,21887,8
1,11959,11591,7
2,19435,31587,6
1,42432,18025,7
3,15847,11017,1
3,58292,32867,1
1,2329,18981,4
2,74062,10023,3
2,17818,11618,5
1,12288,12742,4
1,72990,28544,2
2,23313,19734,3
3,33267,19770,3
2,57518,7083,5
1,12283,28067,4
2,40062,12422,6
3,13509,12911,7
3,22104,33739,1
1,70978,18038,8
1,71926,16474,2
1,23227,10779,5
1,41185,7215,7
3,34603,17102,5
3,47529,20306,6
3,65489,29883,8
1,8341,30629,4
2,7780,10503,3
3,47450,10203,2
2,47071,28958,5
2,33146,19804,4
1,35650,7645,2
2,16988,20183,2
3,67266,12214,1
1,46670,19137,1
2,1343,16690,1
3,46984,16284,6
1,66724,22333,5
2,35476,32108,6
2,26499,33624,2
1,37540,29952,7
3,12267,14084,2
1,54490,16530,1
1,19889,20547,1
3,47631,14385,6
3,9029,6494,5
2,58970,15516,1
3,36954,18883,6
3,40561,18900,3
3,29984,28735,5
3,27561,16432,3
3,19993,22021,8
2,46628,25545,8
2,20988,16153,5
2,68292,8917,6
1,60617,24208,6
3,8020,28543,4
3,37289,12826,6
2,68554,10809,6
3,30872,7377,6
3,1614,7918,8
3,64173,9378,5
2,3692,17085,3
3,26839,16795,4
2,33595,19255,5
3,45244,23618,5
3,16239,19085,5
3,46857,20807,1
2,27554,13469,8
2,40721,9829,2
3,35277,21253,7
2,16039,24369,5
1,71694,15895,8
2,46078,18532,3
1,11182,31222,1
1,29161,11424,4
2,5925,30507,6
3,53452,21874,8
1,31690,23449,6
1,55081,28383,3
3,28922,7135,3
1,60239,10472,2
3,33087,27544,5
1,50313,9225,7
1,69664,20103,6
1,32446,19894,5
1,31858,20972,1
3,23468,20767,5
3,6442,34524,5
2,13382,27230,1
3,2663,20747,1
2,50757,30166,2
3,27417,19497,2
1,34507,18629,3
1,32837,20460,1
2,21492,12962,2
1,57779,6860,1
2,53027,10195,8
2,10834,21688,3
1,45456,22743,7
2,57462,11601,3
3,67741,26102,8
2,16934,27734,5
2,28635,16488,6
3,69529,21361,6
3,24559,29492,4
1,68552,33394,4
1,55349,18800,2
3,61848,25795,1
3,49392,14753,6
1,18898,11677,4
1,74910,26539,5
3,75557,6127,6
1,72007,16077,4
2,20645,28502,1
3,72605,21826,8
1,35415,15896,6
2,74694,6362,4
2,51064,21384,6
3,17672,15633,4
2,55702,27823,4
1,11210,8688,8
3,14361,20584,5
1,34237,25736,6
2,29977,9237,7
3,51587,28622,5
1,56511,21335,8
3,1700,17133,5
3,39932,24956,3
2,45682,19027,1
1,50306,9937,1
2,37226,17923,1
2,7635,34316,4
1,61500,9864,1
3,27421,18258,2
2,24870,34269,8
2,63487,18665,8
2,56393,14574,6
3,35076,30271,8
3,70693,7481,1
2,14731,34296,8
3,54575,31426,4
1,46193,20600,1
3,4121,21851,8
3,50366,26448,8
2,71871,30301,3
1,61912,25439,5
1,10359,31506,8
1,33888,22375,1
1,61920,22436,6
3,42890,34888,6
3,13913,6797,5
3,31862,19297,4
1,72724,32087,8
2,36956,9347,4
1,25152,15645,1
2,41727,20543,3
3,66070,20725,6
2,1408,34958,5
3,46604,30702,6
2,68088,22070,7
3,55940,9387,8
1,16305,9321,7
1,29784,18654,2
2,1566,15605,1
1,38243,11028,1
2,64861,23325,3
2,40449,26327,5
1,74789,24310,7
3,51356,17146,2
2,72098,8030,4
3,15952,27653,8
3,68222,19023,6
2,16712,29463,4
2,24301,22291,8
1,38068,12262,2
3,2860,30782,5
2,55536,28021,6
1,54728,12731,6
3,70013,27119,3
2,46332,17201,4
3,9856,10969,8
1,7138,24391,5
2,65530,32946,7
1,58892,23775,2
3,11844,16390,6
2,51135,22208,2
1,62137,21026,3
3,12806,19307,8
3,14754,19192,2
2,57355,30884,1
2,33439,19431,1
1,6485,14581,8
1,39695,18386,4
2,51829,22035,4
2,58287,25774,5
2,25967,26725,6
2,42527,7908,8
2,2316,28283,2
2,32204,20648,6
3,62161,20311,5
3,29114,22976,8
1,8205,9332,7
3,40634,24086,8
2,3127,17433,1
1,50175,11661,7
2,1734,18184,6
3,23058,8317,3
2,41868,20339,5
2,68112,23526,7
1,30159,34029,6
1,14417,28471,7
3,38722,30533,6
1,32138,13321,5
2,21444,32186,4
2,70376,22981,6
3,21529,32734,4
2,37763,22720,6
3,32064,12790,6
1,2035,12502,2
3,63344,10340,4
3,17331,7291,2
3,18013,12083,5
3,45796,23845,8
3,71134,12863,4
1,25993,6139,6
3,17671,18420,1
2,70954,20079,5
1,10391,33292,1
3,33226,17906,5
3,24687,6548,8
1,74710,17696,6
2,12194,22550,7
2,49126,33123,3
2,16712,29489,1
1,18452,8038,3
1,34367,18649,7
3,27134,9504,7
3,18509,21177,7
2,67233,30396,5
2,72787,6245,8
1,45750,34936,1
2,48596,16393,1
2,60742,27069,4
1,41062,34562,5
3,36409,25377,5
1,5895,18173,7
2,67116,11663,1
2,64325,27455,3
1,26819,16437,2
3,45864,18174,5
1,18367,20204,3
3,42839,20246,6
2,50669,28209,2
2,63423,6258,1
3,2604,30463,8
2,63770,31165,8
3,50640,31060,4
1,42500,30555,3
3,23197,10531,6
2,25961,11339,3
1,57238,9846,3
1,63785,16735,7
2,12237,19475,5
3,67218,8668,4
1,54316,25468,7
1,72867,24378,8
3,23188,14718,7
1,56949,22361,5
3,75325,21733,3
1,12134,14879,2
3,59199,21201,6
3,62408,22590,3
2,42921,28293,8
3,43392,28385,8
3,69442,10703,6
1,32317,17631,4
2,74373,14842,1
3,67521,20532,3
3,47686,31113,5
1,25498,18912,3
1,73279,34628,1
2,48468,29266,7
1,15923,7698,6
3,11102,32232,5
3,41714,21324,6
1,8171,8548,5
3,71078,23503,3
3,49387,23799,5
2,15692,22061,6
2,19407,18221,8
3,30256,16851,1
3,41787,10359,7
3,24018,21108,5
2,48982,30463,3
3,48729,22963,6
2,27264,31200,1
1,13594,16763,6
2,48813,8570,6
3,25570,34939,1
2,71494,31125,3
1,3478,32686,4
2,14022,16417,8
3,59508,17870,8
2,35744,28633,7
1,23107,30627,1
3,57736,20397,8
3,13654,19895,6
3,73838,22973,2
1,9391,11932,2
3,7993,6413,2
3,54693,32941,7
3,12819,19662,5
1,17779,8196,3
1,55975,19570,6
2,31376,10458,5
3,26968,26148,7
2,21317,21789,5
2,11873,27585,8
3,9400,26892,2
3,46101,19142,6
2,42308,30738,8
1,18551,21440,4
3,38832,14736,3
2,62737,21552,8
2,72056,13822,2
1,73972,30805,5
1,30650,19130,6
3,3800,33989,6
3,32312,10082,5
2,53494,29607,7
2,47791,9608,2
2,42945,25067,7
3,59028,19197,6
3,5638,15914,6
3,22060,32617,5
2,75279,19921,4
3,34581,14600,8
1,6896,13873,5
2,23884,12304,6
2,42165,16504,1
2,55003,29117,5
2,67495,22528,5
1,6715,15529,1
3,25543,14162,2
3,15159,9549,4
3,49416,19969,5
1,1776,12990,2
2,7025,23718,2
2,29327,7033,8
2,61906,6177,1
1,16309,14061,1
2,9803,23009,3
1,10733,11751,8
3,39977,22780,5
1,22471,21160,4
1,172,29468,1
1,14344,10561,8
2,54090,17452,4
2,20809,10300,1
1,33137,34524,2
2,10666,25289,5
3,42618,20301,7
2,41736,23353,2
3,68044,20839,5
3,22005,29818,4
1,15826,13676,3
2,15741,8668,2
2,18888,22274,5
1,72369,24156,1
2,39321,30384,7
1,52191,26985,2
1,15654,7964,7
2,6019,33638,1
2,68012,22609,1
3,40941,15723,8
1,67490,16548,4
1,25345,34280,5
2,8448,26997,8
3,39740,25830,6
1,55681,20359,3
2,64107,15273,6
2,53861,10419,7
3,12883,14246,4
2,41869,24690,4
2,34100,16272,7
1,44919,6256,1
2,49332,19644,4
3,20661,9549,5
1,31575,28215,5
2,64486,16800,4
1,19920,8454,3
1,11108,30095,7
2,28094,19470,5
1,2281,6277,7
3,59361,32293,4
1,35802,34880,1
3,75302,20914,7
2,61842,13883,8
1,53793,34318,5
2,34144,34380,6
2,18778,26991,3
3,26641,8922,8
3,50317,26245,5
3,12716,33129,1
2,7288,11633,7
2,680,24054,5
1,21119,7896,7
2,65831,33439,7
3,56995,6880,6
3,32731,15429,8
1,67779,17057,2
2,58601,13455,4
2,5346,23489,7
2,64725,19021,4
2,56307,32868,3
3,928,27316,3
2,1830,29912,8
3,62005,29607,3
2,28457,31673,8
2,22660,18359,3
1,2408,7170,5
3,5431,30244,5
1,54318,14807,4
3,6587,27161,3
1,64344,29920,6
2,42479,22057,1
1,54295,25286,6
1,62931,31260,8
3,71925,16443,6
1,43737,11459,1
1,69190,16542,6
3,4179,6226,1
2,29509,19208,8
2,52016,21001,1
1,47329,19317,4
1,16268,31311,4
1,35907,24272,1
2,71148,9542,5
1,72827,31714,8
2,33573,25193,5
2,58142,33577,5
3,64253,30435,7
2,45711,29800,3
1,69433,6887,1
3,50683,10407,4
2,70518,24287,7
2,40183,31294,6
3,12827,28198,5
2,22833,30294,6
2,37158,10064,4
2,2898,7006,7
1,53141,7912,8
2,19041,29299,8
3,12439,20446,2
2,20011,11503,6
2,68591,20954,7
3,6788,15142,7
1,45611,18906,1
3,6684,12073,5
2,3974,13844,2
3,54238,24025,6
3,66100,25456,7
3,41988,13894,3
1,24247,10296,2
2,51395,22459,7
3,70772,24785,4
1,29046,7216,3
3,68500,27424,8
1,144,25234,2
1,42117,9088,6
2,18885,13156,3
2,37707,22025,7
2,25427,17152,8
2,52901,9040,2
3,62573,10099,3
1,11301,15162,4
3,44381,27335,5
2,33701,17672,5
3,29876,16390,2
3,38973,33678,1
2,65143,7463,5
2,62076,30008,3
1,8493,10196,7
1,23896,30406,7
3,45189,23933,6
3,9856,11512,1
2,33088,19613,4
3,54293,26857,3
1,25465,30442,1
3,28542,31265,6
3,1438,23764,3
1,7372,31004,5
2,40367,12408,1
1,254,24579,8
1,4474,23316,2
1,38179,34758,8
1,59852,14001,7
3,45960,16019,4
2,2370,11207,3
1,877,14363,4
1,17225,34139,1
2,65706,18673,4
3,23068,10069,2
3,37773,7547,3
3,60575,18469,4
1,49798,33119,5
1,21951,29070,4
3,41987,24427,1
1,358,20138,7
1,64025,8986,4
3,59108,15548,5
1,20669,8704,8
2,39725,17729,1
2,50142,34581,6
3,62541,31226,8
2,46196,30037,6
2,6303,25001,1
2,2000,31270,5
1,57260,32406,1
3,30857,22975,2
3,74185,24605,4
1,39079,26871,4
2,28830,30374,8
1,8999,6859,7
1,61592,12557,2
2,10834,31955,1
3,54815,28784,6
1,24869,31320,2
1,22619,22743,2
2,9149,28678,4
2,41416,13580,5
1,46212,16965,3
2,6238,19291,7
1,44193,34427,5
1,14469,29174,8
3,27596,19933,4
3,17235,32976,2
3,7877,30602,6
3,24163,14890,3
1,27513,25781,8
2,9312,23271,7
2,47748,28850,7
1,58798,10013,2
3,42050,15445,5
1,49177,29552,2
2,50226,29874,5
1,1687,28270,1
1,57316,23449,7
3,19528,24312,8
1,8927,28340,5
2,67127,12690,4
2,30925,26650,8
1,1476,13967,6
3,61995,8757,4
2,8783,16277,4
2,60133,27776,7
1,25467,14406,4
2,336,14198,5
2,31606,20211,3
2,4195,20450,8
1,14755,24020,1
1,25788,18121,2
1,38474,19428,5
2,65688,31044,4
3,6243,8019,4
1,50193,21047,4
3,12955,22382,3
1,64507,6112,3
2,53582,28298,6
2,1898,16952,7
3,16809,30887,5
3,16924,20003,6
2,18008,22212,2
3,3452,8467,2
2,32152,24241,1
1,4403,26263,8
3,15027,9017,4
3,26844,27679,5
1,47618,11677,5
1,73976,19175,1
1,43717,33309,6
2,34279,6549,2
1,20801,18959,3
2,30734,9254,6
1,1129,30662,6
3,56753,24530,7
3,42752,13590,6
3,15559,33591,8
2,64679,12383,8
3,62814,16072,2
3,44114,6761,3
1,70084,34816,5
1,57595,14431,7
1,16073,26501,5
3,71546,14102,8
3,55953,14898,2
3,49064,26831,8
3,66587,22145,8
1,16562,34087,4
1,66521,11182,5
1,25197,26462,4
2,55855,10840,4
2,29462,27437,2
1,18415,18884,4
2,23318,28916,2
1,4248,16136,5
1,5365,25784,3
2,66824,8558,1
1,53380,27414,7
3,10971,19593,8
1,48962,32902,8
2,74324,26900,1
3,42806,12409,5
1,23097,19995,6
3,31755,19060,5
2,32536,29088,6
1,37941,29778,5
2,7807,28988,6
2,44306,24839,8
2,65419,20322,2
3,69259,12628,3
1,24537,30505,6
2,56140,28763,6
3,11423,9253,4
3,43656,19730,7
3,33164,12753,4
2,13371,20774,8
1,31890,10077,3
3,8258,22372,7
3,51999,29613,2
3,3208,23168,8
1,32410,6801,7
2,41602,19367,7
2,20473,33129,5
2,21370,22299,1
2,73594,20421,8
1,51817,16855,1
2,41679,29933,4
1,8495,6874,8
1,46038,15035,4
2,74812,26473,2
3,69225,14375,3
3,8207,34441,6
1,23919,13491,3
2,24834,33067,5
1,7931,22748,7
1,72560,11135,2
2,4262,28620,2
3,61475,17149,3
3,48846,28414,1
2,35779,20606,5
3,26669,26131,6
2,28245,22402,1
3,39666,15091,1
2,50519,7510,8
2,67660,28166,5
1,9315,10359,4
3,59985,17258,5
1,173,27429,5
2,31482,32207,6
2,52557,11991,8
3,41258,32916,1
1,53240,11688,5
1,6456,16407,4
3,44344,29709,4
1,1807,29885,4
2,74462,6347,3
2,18914,34488,3
1,68289,19561,1
1,24678,29778,7
3,69901,13545,8
2,67864,29156,5
1,11452,16203,6
1,24917,17253,4
3,75356,14686,4
1,29722,32824,5
1,48025,10055,8
1,60011,15320,4
3,68493,25093,8
2,30216,6566,6
1,34774,24684,5
3,48657,19534,3
1,61138,19429,2
2,23650,12567,5
1,543,6419,3
1,43843,7814,2
2,63857,32889,2
3,4728,14944,7
2,10126,24567,4
1,42058,16232,1
2,55375,12070,8
3,67196,29992,4
1,55272,8403,6
3,14648,12421,7
1,66505,18172,3
3,8291,14262,7
1,2147,10603,7
2,12572,24306,3
2,56023,11894,7
3,13502,34448,6
2,6060,7058,8
3,54723,15467,1
2,57725,7751,6
1,57698,6528,1
1,22662,14278,8
1,67293,8903,6
2,43894,24419,5
3,20338,16794,5
2,73103,17182,1
1,72090,23600,1
1,7471,29912,2
2,41582,27523,3
3,52167,20520,6
2,49982,13838,3
3,35333,23360,4
3,32042,16667,1
1,48860,23521,6
3,63557,11646,6
1,34292,24653,2
2,25144,19667,3
2,15407,16880,8
3,4806,10751,7
3,3731,18559,3
1,26613,20101,8
2,36592,29379,7
2,51794,6990,3
3,17289,32354,5
1,44302,31768,7
1,1368,13154,6
2,36232,21778,6
1,40225,15907,5
3,57827,18579,7
2,9079,18417,1
1,22835,11402,1
2,29371,9688,8
3,17484,18915,2
3,41435,25278,5
2,62532,20751,7
2,61995,25550,7
3,14989,19657,3
1,60781,17420,4
2,48348,8230,6
3,71538,10892,7
3,4035,7367,6
2,41212,13647,3
1,39065,27152,8
2,65142,19639,1
3,38243,17234,2
3,4683,26548,3
3,6518,11689,2
2,35916,19189,1
1,69502,24919,2
1,23056,20649,4
3,36739,8923,5
3,68536,26520,6
3,26849,24442,5
